Season,TeamID,W,L,AvgScore,AvgFGM,AvgFGA,AvgFGM3,AvgFGA3,AvgFTM,AvgFTA,AvgOR,AvgDR,AvgAst,AvgTO,AvgStl,AvgBlk,AvgPF,AvgOppScore,AvgOppFGM,AvgOppFGA,AvgOppFGM3,AvgOppFGA3,AvgOppFTM,AvgOppFTA,AvgOppOR,AvgOppDR,AvgOppAst,AvgOppTO,AvgOppStl,AvgOppBlk,AvgOppPF,Seed
2017,1112,30,4,76.26470588235293,26.205882352941174,55.08823529411765,6.735294117647059,16.941176470588232,17.11764705882353,22.588235294117645,10.294117647058824,26.470588235294123,13.794117647058822,11.441176470588234,5.5,3.2352941176470584,16.970588235294116,65.44117647058823,23.764705882352942,57.20588235294117,6.411764705882352,20.94117647058824,11.5,16.676470588235293,9.382352941176473,20.558823529411768,12.647058823529413,11.911764705882351,4.735294117647058,3.0,19.794117647058822,2
2017,1116,25,9,79.79411764705883,27.735294117647058,60.17647058823529,6.529411764705883,17.941176470588232,17.794117647058822,23.35294117647059,11.323529411764708,24.94117647058824,14.088235294117649,11.735294117647056,7.529411764705883,4.735294117647058,20.58823529411765,74.0,25.029411764705888,59.61764705882353,7.411764705882352,22.294117647058826,16.529411764705884,23.44117647058824,12.558823529411766,23.588235294117645,12.588235294117649,13.088235294117649,4.941176470588236,3.2647058823529416,18.94117647058824,8
2017,1124,24,7,71.61290322580646,25.774193548387093,55.225806451612904,6.612903225806452,18.70967741935484,13.451612903225806,18.90322580645161,12.67741935483871,24.935483870967737,15.483870967741936,13.419354838709678,5.129032258064517,4.870967741935483,17.677419354838708,63.032258064516135,22.322580645161292,56.064516129032256,6.064516129032258,19.29032258064516,12.32258064516129,17.032258064516128,10.516129032258064,19.032258064516128,13.0,10.93548387096774,5.32258064516129,3.5806451612903225,18.387096774193548,3
2017,1137,26,8,76.1470588235294,26.94117647058824,55.970588235294116,8.147058823529411,21.588235294117645,14.117647058823529,20.794117647058822,8.617647058823529,25.823529411764714,14.617647058823529,13.264705882352944,7.1764705882352935,3.8235294117647056,18.529411764705888,67.35294117647061,24.411764705882355,57.352941176470594,6.205882352941178,18.235294117647054,12.323529411764708,18.764705882352946,9.764705882352944,23.558823529411764,12.029411764705882,13.911764705882351,7.029411764705883,2.9411764705882355,19.235294117647054,13
2017,1139,23,8,75.73476702508961,26.63440860215054,55.67025089605735,7.587813620071684,20.874551971326166,14.878136200716845,20.12544802867384,8.684587813620071,23.039426523297486,13.114695340501793,10.096774193548388,6.1756272401433705,2.78494623655914,18.767025089605735,67.86738351254479,23.598566308243733,53.15412186379928,6.67741935483871,20.007168458781358,13.99283154121864,19.931899641577058,8.870967741935484,22.27240143369175,10.14336917562724,13.451612903225806,4.903225806451613,2.7025089605734767,18.90681003584229,4
2017,1153,29,5,73.98692810457517,26.745098039215684,58.84640522875817,7.379084967320262,21.46732026143791,13.117647058823529,19.186274509803923,12.31372549019608,24.601307189542485,15.725490196078429,9.918300653594773,7.428104575163398,5.045751633986928,15.888888888888886,60.34967320261438,20.8562091503268,54.2483660130719,6.781045751633988,19.950980392156858,11.856209150326796,16.101307189542485,10.375816993464053,22.06862745098039,10.954248366013072,13.633986928104575,3.46078431372549,3.071895424836601,16.905228758169933,6
2017,1166,24,9,81.54545454545455,30.66666666666667,60.36363636363637,8.696969696969697,21.696969696969692,11.515151515151516,16.848484848484848,7.9393939393939394,26.33333333333333,17.242424242424242,12.484848484848484,6.151515151515151,2.9393939393939394,16.636363636363637,72.60606060606061,26.66666666666667,60.87878787878788,7.4848484848484835,22.424242424242426,11.787878787878787,17.393939393939394,11.151515151515152,24.90909090909091,12.787878787878787,14.181818181818182,6.636363636363638,2.9090909090909087,17.575757575757574,6
2017,1173,23,7,75.63703703703705,25.544444444444448,54.648148148148145,8.096296296296297,20.951851851851853,16.451851851851853,23.8,8.52962962962963,25.78148148148148,15.681481481481484,11.82962962962963,7.351851851851852,3.7888888888888888,18.722222222222225,66.46296296296296,22.885185185185186,55.4,7.066666666666666,21.825925925925926,13.625925925925925,19.162962962962965,9.544444444444446,24.607407407407408,12.67037037037037,14.407407407407408,4.407407407407407,3.551851851851852,19.82962962962963,7
2017,1181,27,8,80.65714285714286,27.65714285714286,58.0,8.228571428571428,21.885714285714286,17.114285714285714,22.57142857142857,10.457142857142856,25.857142857142854,13.085714285714285,11.285714285714285,5.914285714285715,4.485714285714286,18.057142857142857,69.82857142857142,25.942857142857147,59.914285714285704,5.0,16.97142857142857,12.942857142857143,18.485714285714284,10.742857142857142,22.714285714285715,12.057142857142857,11.971428571428573,4.742857142857143,2.4571428571428573,19.914285714285715,2
2017,1190,25,7,78.67083333333333,27.229861111111113,55.12916666666666,7.4375,19.4375,16.77361111111111,24.072222222222226,9.50138888888889,25.91458333333333,14.677777777777779,14.780555555555555,8.51875,4.817361111111111,20.120833333333334,68.5875,22.8875,55.227777777777774,7.7333333333333325,21.74375,15.079166666666666,20.827777777777783,9.618055555555557,22.271527777777774,10.840277777777779,15.725694444444445,6.758333333333333,3.533333333333333,20.70625,13
