Team1,Team2,Win1,Win2,Sum,Win1Adj,Win2Adj,Team1WinPred,Team1WinAct
1104,1439,0.8430385203653962,0.1909351169667601,1.0339736373321562,0.8153385056707945,0.18466149432920564,1,1
1120,1158,0.8688717420902119,0.18570149413725,1.054573236227462,0.823908394639748,0.17609160536025195,1,1
1153,1209,0.9558991266107187,0.04733776519339202,1.0032368918041108,0.9528149676510949,0.04718503234890515,1,1
1155,1308,0.5644125325490793,0.4200673873216873,0.9844799198707666,0.5733103552007137,0.4266896447992864,1,1
1181,1233,0.9697677721005129,0.03244258736835649,1.0022103594688694,0.9676289642570152,0.032371035742984874,1,1
1196,1382,0.6692595580720218,0.35889638508017185,1.0281559431521936,0.6509319549524347,0.3490680450475652,1,1
1199,1281,0.6846701909059315,0.3635803554192627,1.0482505463251943,0.653155100473021,0.34684489952697883,1,1
1211,1422,0.9338482498881234,0.0929585779175388,1.0268068278056621,0.9094682900422508,0.09053170995774927,1,1
1222,1361,0.7729363774456849,0.26252251455024905,1.035458891995934,0.746467468115306,0.253532531884694,1,1
1242,1335,0.9510166430686754,0.0509430563508018,1.0019596994194773,0.9491565814669816,0.0508434185330184,1,1
1243,1166,0.8041386891630878,0.23930978088897625,1.043448470052064,0.7706549122861471,0.2293450877138529,1,1
1260,1274,0.3610344962545225,0.70387203600303,1.0649065322575526,0.33902928127330206,0.6609707187266979,0,1
1267,1455,0.19099986944389968,0.8498235672015442,1.0408234366454439,0.18350842488663494,0.816491575113365,0,1
1276,1285,0.8609079937554351,0.10993035075074131,0.9708383445061765,0.8867676051601998,0.11323239483980017,1,1
1305,1400,0.40529860641512994,0.5558066169362149,0.9611052233513449,0.421700555327195,0.5782994446728049,0,1
1326,1355,0.8691089009733651,0.11950946731965517,0.9886183682930203,0.8791146602647045,0.12088533973529542,1,1
1393,1395,0.7038854991538649,0.3008726354351238,1.0047581345889887,0.7005521776062055,0.2994478223937946,1,1
1397,1460,0.5906894968875293,0.3183185142275069,0.9090080111150362,0.6498177020056831,0.3501822979943169,1,1
1420,1438,0.048425598899472413,0.9511239762416333,0.9995495751411057,0.04844742082216003,0.95155257917784,0,1
1437,1347,0.8841414077111008,0.10006459389495961,0.9842060016060604,0.8983296243553983,0.10167037564460168,1,1
1138,1112,0.23318257115067967,0.8246374341568535,1.0578200053075333,0.220436907962322,0.7795630920376779,0,1
1139,1116,0.7148389189607494,0.25636994982799466,0.971208868788744,0.7360300569045155,0.26396994309548455,1,1
1277,1137,0.8195959385094254,0.14168583624745004,0.9612817747568754,0.8526073832167631,0.14739261678323695,1,1
1246,1172,0.5165894025254135,0.4711244189383477,0.9877138214637613,0.5230152614042031,0.4769847385957968,1,1
1345,1168,0.9889444683027431,0.011750948163780767,1.0006954164665238,0.9882572179602125,0.011742782039787498,1,1
1403,1372,0.9193670615646727,0.05492938670152704,0.9742964482661998,0.943621485227339,0.056378514772660954,1,1
1314,1252,0.9307156250139853,0.0649035831486935,0.9956192081626788,0.9348108366968262,0.06518916330317384,1,1
1452,1293,0.7664923492429777,0.23116543167013823,0.997657780913116,0.7682918570949631,0.23170814290503686,1,1
1371,1301,0.38768346281077426,0.6486532270170473,1.0363366898278215,0.3740902610281844,0.6259097389718158,0,1
1401,1344,0.6663695069390442,0.30676860841135195,0.9731381153503962,0.6847635463328919,0.315236453667108,1,1
1348,1328,0.7675288559400832,0.21373854206937762,0.9812673980094608,0.782181143995047,0.21781885600495296,1,1
1462,1411,0.9385215327199286,0.05026586552050117,0.9887873982404297,0.9491641321380607,0.050835867861939235,1,1
