Season,TeamID,Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,OppScore,OppFGM,OppFGA,OppFGM3,OppFGA3,OppFTM,OppFTA,OppOR,OppDR,OppAst,OppTO,OppStl,OppBlk,OppPF
2010,1102,55.62068965517241,20.0,45.58620689655172,5.620689655172414,18.103448275862068,10.0,15.689655172413794,6.758620689655173,19.862068965517242,12.275862068965518,12.793103448275861,4.827586206896552,1.5172413793103448,17.551724137931036,62.96551724137931,21.448275862068964,47.10344827586207,7.206896551724138,20.82758620689655,12.862068965517242,18.82758620689655,8.862068965517242,22.20689655172414,13.0,11.655172413793103,5.931034482758621,2.9310344827586206,16.03448275862069
2010,1103,69.38585858585859,24.53400673400673,56.317845117845124,6.457912457912457,19.10841750841751,13.85993265993266,20.820875420875417,13.125925925925927,22.185858585858586,13.234343434343433,13.441750841750842,6.129292929292929,3.101683501683502,19.428282828282825,64.87340067340067,22.22962962962963,52.50572390572391,4.823569023569022,14.86936026936027,15.590572390572392,22.01548821548822,11.089562289562288,21.705050505050504,10.618855218855218,14.106397306397305,6.954882154882155,2.5326599326599326,18.870033670033667
2010,1104,68.5,24.71875,56.0625,5.46875,15.625,13.59375,19.21875,12.0625,23.125,13.40625,12.8125,7.78125,3.96875,18.21875,64.78125,23.0,54.1875,5.65625,17.8125,13.125,19.78125,12.0,22.4375,11.1875,13.9375,5.8125,4.09375,16.65625
2010,1105,63.52657004830919,21.077294685990342,56.90821256038647,3.8164251207729465,13.507246376811596,17.555555555555557,27.3719806763285,13.917874396135264,21.492753623188406,9.68599033816425,15.85024154589372,9.347826086956522,5.207729468599034,20.574879227053138,69.9951690821256,24.70048309178744,56.637681159420296,5.111111111111111,16.280193236714975,15.483091787439612,24.449275362318843,15.207729468599036,27.01449275362319,14.246376811594203,18.73913043478261,8.072463768115941,5.29951690821256,20.719806763285025
2010,1106,63.73809523809524,21.130952380952383,53.27380952380952,5.888888888888888,18.992063492063494,15.587301587301587,24.123015873015873,13.293650793650794,22.214285714285715,12.59126984126984,16.158730158730158,7.444444444444445,4.1309523809523805,20.73809523809524,66.13888888888889,22.26190476190476,50.59920634920635,4.984126984126983,13.980158730158731,16.630952380952383,24.734126984126984,10.194444444444445,23.507936507936506,11.36111111111111,15.924603174603176,7.825396825396825,3.5634920634920633,21.21825396825397
2010,1107,62.20833333333333,22.024305555555554,53.85763888888889,6.017361111111112,18.142361111111114,12.142361111111112,16.84027777777778,12.388888888888888,23.461805555555557,11.784722222222223,16.038194444444446,5.802083333333333,3.0034722222222223,18.67361111111111,68.58680555555556,24.145833333333336,55.465277777777786,6.871527777777778,18.84375,13.423611111111112,19.458333333333336,11.03125,22.010416666666664,13.413194444444443,12.159722222222221,8.086805555555555,4.013888888888888,16.60416666666667
2010,1108,60.37992831541219,20.899641577060933,55.15770609318996,4.329749103942652,14.03942652329749,14.250896057347672,23.293906810035843,11.39426523297491,22.813620071684586,8.634408602150536,20.627240143369175,6.863799283154122,3.154121863799283,21.526881720430104,81.70609318996415,28.544802867383513,61.487455197132626,7.161290322580645,18.731182795698928,17.455197132616487,27.469534050179213,14.99641577060932,27.745519713261647,18.197132616487455,15.659498207885305,10.731182795698924,5.397849462365591,20.204301075268816
2010,1110,61.37562724014336,21.577777777777776,50.76129032258064,5.864516129032259,16.922580645161286,12.355555555555556,17.919713261648745,9.653763440860214,25.038709677419355,14.187813620071681,14.528315412186382,3.4480286738351253,2.580645161290322,18.622939068100358,65.95483870967742,23.200716845878134,54.09032258064515,5.3405017921146944,15.082437275985662,14.212903225806452,20.982078853046595,9.32831541218638,22.210752688172043,12.288888888888888,9.415770609318999,7.785663082437276,2.853046594982079,16.842293906810035
2010,1111,72.66666666666667,24.630824372759857,51.94623655913979,7.060931899641578,17.85304659498208,16.344086021505376,21.842293906810035,10.673835125448027,26.956989247311824,11.068100358422939,14.942652329749102,5.354838709677418,2.8924731182795695,17.573476702508962,68.34767025089606,24.197132616487455,57.54480286738352,7.767025089605735,22.11111111111111,12.186379928315413,18.659498207885303,10.060931899641577,19.620071684587817,13.225806451612902,10.333333333333332,6.960573476702509,2.4121863799283156,19.559139784946236
2010,1112,70.26021505376345,23.516129032258064,53.0573476702509,6.111111111111111,17.096774193548388,17.116845878136203,23.36272401433692,9.555555555555555,23.953405017921142,12.1089605734767,13.774193548387096,5.9060931899641576,2.454480286738351,18.771326164874555,70.40716845878134,24.817921146953406,56.696057347670255,5.697491039426524,18.0673835125448,15.07383512544803,21.71541218637993,11.00931899641577,22.596415770609315,12.469534050179211,12.60931899641577,5.706093189964158,3.4444444444444446,19.51182795698925
