,Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,OppScore,OppFGM,OppFGA,OppFGM3,OppFGA3,OppFTM,OppFTA,OppOR,OppDR,OppAst,OppTO,OppStl,OppBlk,OppPF
1101,61.0,21.428571428571427,52.92857142857143,7.25,19.178571428571427,10.892857142857142,14.964285714285714,8.25,19.642857142857142,11.857142857142858,12.821428571428571,5.928571428571429,1.1785714285714286,20.607142857142858,71.85714285714286,25.035714285714285,50.857142857142854,6.178571428571429,16.714285714285715,15.607142857142858,22.714285714285715,10.035714285714286,25.892857142857142,12.928571428571429,13.464285714285714,5.857142857142857,4.25,16.535714285714285
1102,64.47126436781609,23.53639846743295,50.58620689655172,7.134099616858237,20.153256704980844,10.264367816091955,15.586206896551724,8.789272030651341,20.678160919540232,14.831417624521071,11.685823754789272,6.306513409961686,1.9348659003831419,17.7816091954023,65.61302681992338,22.593869731800766,50.22988505747126,8.10344827586207,22.145593869731798,12.321839080459771,17.86973180076628,9.992337164750957,20.97318007662835,14.394636015325672,12.352490421455938,5.78544061302682,3.6168582375478926,17.007662835249043
1103,67.18300653594771,23.084967320261438,56.16013071895424,9.38888888888889,26.836601307189543,11.624183006535947,17.6078431372549,11.918300653594772,23.84313725490196,12.375816993464053,12.11111111111111,6.238562091503268,4.4640522875816995,18.80392156862745,63.04901960784315,21.46078431372549,52.990196078431374,5.372549019607843,16.254901960784316,14.754901960784315,21.73856209150327,10.977124183006536,23.944444444444443,10.401960784313726,12.173202614379086,6.934640522875817,2.8202614379084965,16.797385620915033
1104,66.08602150537635,21.85663082437276,49.85304659498208,6.512544802867383,20.32258064516129,15.860215053763442,21.949820788530467,9.444444444444445,22.892473118279568,10.2831541218638,11.996415770609318,6.250896057347671,3.5949820788530467,19.103942652329746,63.94623655913979,21.526881720430108,51.56989247311828,6.258064516129032,19.25089605734767,14.634408602150538,20.594982078853047,10.530465949820787,21.953405017921146,11.713261648745519,12.02867383512545,5.0,2.2974910394265233,19.38351254480287
1105,61.02777777777778,20.583333333333332,52.373015873015866,5.734126984126983,19.71825396825397,14.126984126984127,21.82936507936508,12.34126984126984,21.42063492063492,12.0,14.11111111111111,5.607142857142857,2.3412698412698414,19.678571428571427,68.44444444444444,24.654761904761905,54.08333333333333,5.218253968253968,15.746031746031747,13.916666666666668,22.357142857142858,12.277777777777777,22.765873015873016,11.956349206349206,11.805555555555555,6.948412698412698,2.932539682539683,19.091269841269842
1106,70.44444444444444,25.68724279835391,59.09465020576132,5.695473251028806,16.061728395061728,13.374485596707817,20.444444444444443,13.246913580246913,25.790123456790123,13.37037037037037,13.674897119341564,6.049382716049383,4.168724279835391,17.94238683127572,66.7201646090535,23.786008230452673,56.94238683127572,5.872427983539094,17.444444444444443,13.275720164609053,20.333333333333332,10.683127572016462,23.633744855967077,11.987654320987655,13.292181069958849,7.279835390946501,2.905349794238683,18.242798353909464
1107,65.24652777777777,21.97222222222222,49.93055555555556,6.128472222222222,17.03472222222222,15.17361111111111,19.927083333333332,9.947916666666668,23.53125,10.39236111111111,11.652777777777779,5.642361111111111,1.6215277777777777,16.416666666666664,59.954861111111114,20.916666666666668,49.78125,7.5625,20.729166666666668,10.559027777777779,15.114583333333334,8.04513888888889,20.680555555555557,11.510416666666666,12.430555555555555,4.767361111111111,3.4166666666666665,18.79861111111111
1108,63.36666666666667,22.2,57.233333333333334,4.866666666666666,17.133333333333333,14.1,21.466666666666665,11.3,20.6,8.7,11.666666666666666,5.866666666666666,2.7,17.966666666666665,74.16666666666667,26.4,55.96666666666667,6.3,16.5,15.066666666666666,22.366666666666667,11.566666666666666,26.133333333333333,13.4,12.566666666666666,5.2,3.3333333333333335,17.5
1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,57.88956228956229,20.410774410774412,44.193939393939395,6.375757575757576,17.086868686868684,10.692255892255892,15.154208754208755,5.614814814814815,19.104377104377104,12.222895622895622,11.038383838383838,5.864646464646465,2.5063973063973064,14.454545454545455,57.746801346801355,21.103030303030305,46.354882154882155,5.1454545454545455,15.064646464646467,10.395286195286197,15.347474747474749,8.781818181818181,20.575084175084175,10.775757575757577,12.414141414141415,4.97104377104377,2.7225589225589224,16.746801346801345
1111,63.48275862068966,21.96551724137931,55.241379310344826,6.413793103448276,20.275862068965516,13.137931034482758,18.551724137931036,11.379310344827585,23.448275862068964,10.96551724137931,13.724137931034482,4.206896551724138,2.103448275862069,19.0,70.10344827586206,25.344827586206897,55.310344827586206,5.241379310344827,16.275862068965516,14.172413793103448,20.75862068965517,10.03448275862069,24.93103448275862,12.551724137931034,11.448275862068966,6.206896551724138,3.206896551724138,19.17241379310345
